Species,value,sample_location_info,sample_lat_DD,sample_long_DD,sample_month
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,36,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,1,Highland Shores,27.516317,-82.537735,10
Anopheles quadrimaculatus,18,Carrs,27.554018,-82.545481,10
Anopheles quadrimaculatus,12,Mote Ranch,27.4197,-82.47982,10
Anopheles quadrimaculatus,4,Tallevast,27.4266,-82.52471,10
Anopheles quadrimaculatus,35,Magnolia Manor,27.481256,-82.48042,10
Anopheles quadrimaculatus,2,Lakewood Ranch,27.419517,-82.4262,10
Anopheles quadrimaculatus,7,Rye Rd,27.484586,-82.40161,10
Anopheles quadrimaculatus,10,Braden Pines,27.43889,-82.43865,10
Anopheles quadrimaculatus,1,Jamie's Way,27.46357,-82.30379,10
Anopheles quadrimaculatus,1,Gopher Hill,27.40805,-82.260329,10
Anopheles quadrimaculatus,18,Singletary Rd,27.34712,-82.243525,10
Anopheles quadrimaculatus,1,Prichard Rd.,27.639167,-82.417083,10
Anopheles quadrimaculatus,6,Thousand Oaks,27.564989,-82.480332,10
Anopheles quadrimaculatus,1,Parrish,27.57484,-82.419638,10
Anopheles quadrimaculatus,4,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,15,Palmetto Ball Park,27.531,-82.58235,10
Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,10
Anopheles quadrimaculatus,13,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,4,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,4,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,10,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,5,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,3,Highland Shores,27.516317,-82.537735,10
Anopheles quadrimaculatus,2,Magnolia Manor,27.481256,-82.48042,10
Anopheles quadrimaculatus,3,Soccer Field,27.426485,-82.376623,10
Anopheles quadrimaculatus,2,Rye Rd,27.484586,-82.40161,10
Anopheles quadrimaculatus,1,Braden Pines,27.43889,-82.43865,10
Anopheles quadrimaculatus,1,South 675,27.40779,-82.304,10
Anopheles quadrimaculatus,2,Singletary Rd,27.34712,-82.243525,10
Anopheles quadrimaculatus,4,Sandy Baptist,27.272953,-82.116503,10
Anopheles quadrimaculatus,6,Erie Rd.,27.574079,-82.5041,10
Anopheles quadrimaculatus,4,Thousand Oaks,27.564989,-82.480332,10
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,1,Bradley Rd.,27.60315,-82.098133,10
Anopheles quadrimaculatus,2,Braden River Park,27.44893,-82.498664,10
Anopheles quadrimaculatus,1,Lakewood Ranch HS,27.44242,-82.43578,10
Anopheles quadrimaculatus,16,Chapman Rd.,27.616367,-82.5353,10
Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,5,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,6,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,11,Grassfarm Rd.,27.627967,-82.496833,10
Anopheles quadrimaculatus,1,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,4,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,2,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,6,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,24,Grassfarm Rd.,27.627967,-82.496833,10
Anopheles quadrimaculatus,1,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,28,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,8,Church,27.600978,-82.529357,11
Anopheles quadrimaculatus,4,French,27.603067,-82.535717,11
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,30,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,45,Port,27.640483,-82.552667,11
Anopheles quadrimaculatus,1,Waterline Rd,27.4894,-82.361667,11
Anopheles quadrimaculatus,12,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,2,Parrish,27.57505,-82.419667,11
Anopheles quadrimaculatus,1,Parrish,27.57484,-82.419638,11
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,8,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,18,Church,27.600978,-82.529357,11
Anopheles quadrimaculatus,2,French,27.603067,-82.535717,11
Anopheles quadrimaculatus,3,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,18,Port,27.640483,-82.552667,11
Anopheles quadrimaculatus,1,Fielding,27.529167,-82.588117,11
Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,11
Anopheles quadrimaculatus,14,Carrs,27.554018,-82.545481,11
Anopheles quadrimaculatus,2,Palmetto shop,27.533281,-82.565712,11
Anopheles quadrimaculatus,1,Manatee HS,27.48887,-82.59214,11
Anopheles quadrimaculatus,1,Fulwood,27.475085,-82.551283,11
Anopheles quadrimaculatus,1,Mullins,27.439449,-82.548928,11
Anopheles quadrimaculatus,3,Palm-Aire,27.406663,-82.504054,11
Anopheles quadrimaculatus,11,Mote Ranch,27.4197,-82.47982,11
Anopheles quadrimaculatus,3,Tallevast,27.4266,-82.52471,11
Anopheles quadrimaculatus,25,Lakewood Ranch,27.419517,-82.4262,11
Anopheles quadrimaculatus,1,Rye Rd,27.484586,-82.40161,11
Anopheles quadrimaculatus,15,Braden Pines,27.43889,-82.43865,11
Anopheles quadrimaculatus,1,Upper Manatee,27.51261,-82.4319,11
Anopheles quadrimaculatus,3,South 675,27.40779,-82.304,11
Anopheles quadrimaculatus,4,Sandy Baptist,27.272953,-82.116503,11
Anopheles quadrimaculatus,1,Bear Bay Rd.,27.47078,-82.16993,11
Anopheles quadrimaculatus,3,Prichard Rd.,27.639167,-82.417083,11
Anopheles quadrimaculatus,6,Thousand Oaks,27.564989,-82.480332,11
Anopheles quadrimaculatus,4,Parrish,27.57505,-82.419667,11
Anopheles quadrimaculatus,11,Parrish,27.57484,-82.419638,11
Anopheles quadrimaculatus,5,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,1,Bradley Rd.,27.60315,-82.098133,11
Anopheles quadrimaculatus,9,Carlton Rd.,27.613375,-82.123478,11
Anopheles quadrimaculatus,1,Keentown,27.570935,-82.137841,11
Anopheles quadrimaculatus,6,Palmetto Ball Park,27.531,-82.58235,11
Anopheles quadrimaculatus,1,Braden River Park,27.44893,-82.498664,11
Anopheles quadrimaculatus,4,Lakewood Ranch HS,27.44242,-82.43578,11
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,11
Anopheles quadrimaculatus,3,French,27.603067,-82.535717,11
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,23,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,2,Waterline Rd,27.4894,-82.361667,11
Anopheles quadrimaculatus,33,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,1,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,2,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,1,Port,27.640483,-82.552667,11
Anopheles quadrimaculatus,2,Parrish,27.57505,-82.419667,11
Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,24,Chapman Rd.,27.616367,-82.5353,1
Anopheles quadrimaculatus,4,Grassfarm Rd.,27.627967,-82.496833,4
Anopheles quadrimaculatus,24,Port,27.640483,-82.552667,4
Anopheles quadrimaculatus,15,Buffalo Creek Ball Park,27.578355,-82.483695,4
Anopheles quadrimaculatus,9,Grassfarm Rd.,27.627967,-82.496833,4
Anopheles quadrimaculatus,134,Port,27.640483,-82.552667,4
Anopheles quadrimaculatus,7,Parrish,27.57505,-82.419667,4
Anopheles quadrimaculatus,5,Parrish,27.57484,-82.419638,4
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,4
Anopheles quadrimaculatus,68,Port,27.640483,-82.552667,4
Anopheles quadrimaculatus,2,Carrs,27.554018,-82.545481,4
Anopheles quadrimaculatus,4,Lakewood Ranch,27.419517,-82.4262,4
Anopheles quadrimaculatus,11,Singletary Rd,27.34712,-82.243525,4
Anopheles quadrimaculatus,6,Wauchula Rd.,27.426958,-82.133258,4
Anopheles quadrimaculatus,60,Bear Bay Rd.,27.47078,-82.16993,4
Anopheles quadrimaculatus,6,Parrish,27.57484,-82.419638,4
Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,4
Anopheles quadrimaculatus,7,Bradley Rd.,27.60315,-82.098133,4
Anopheles quadrimaculatus,1,French,27.603067,-82.535717,4
Anopheles quadrimaculatus,15,Grassfarm Rd.,27.627967,-82.496833,4
Anopheles quadrimaculatus,1,Grassfarm Rd.,27.627967,-82.496833,5
Anopheles quadrimaculatus,1,Carrs,27.554018,-82.545481,5
Anopheles quadrimaculatus,2,Palm-Aire,27.406663,-82.504054,5
Anopheles quadrimaculatus,1,Magnolia Manor,27.481256,-82.48042,5
Anopheles quadrimaculatus,1,Rye Rd,27.484586,-82.40161,5
Anopheles quadrimaculatus,1,Upper Manatee,27.51261,-82.4319,5
Anopheles quadrimaculatus,1,Mossy Hammock,27.286571,-82.23038,5
Anopheles quadrimaculatus,2,Sandy Baptist,27.272953,-82.116503,5
Anopheles quadrimaculatus,13,Bear Bay Rd.,27.47078,-82.16993,5
Anopheles quadrimaculatus,1,Prichard Rd.,27.639167,-82.417083,5
Anopheles quadrimaculatus,1,Thousand Oaks,27.564989,-82.480332,5
Anopheles quadrimaculatus,1,Bunker Hill Church,27.591467,-82.19985,5
Anopheles quadrimaculatus,4,Bradley Rd.,27.60315,-82.098133,5
Anopheles quadrimaculatus,41,Carlton Rd.,27.613375,-82.123478,5
Anopheles quadrimaculatus,1,Keentown,27.570935,-82.137841,5
Anopheles quadrimaculatus,1,Palmetto Ball Park,27.531,-82.58235,5
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,5
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,5
Anopheles quadrimaculatus,11,Grassfarm Rd.,27.627967,-82.496833,5
Anopheles quadrimaculatus,4,Fielding,27.529167,-82.588117,5
Anopheles quadrimaculatus,1,Carrs,27.554018,-82.545481,5
Anopheles quadrimaculatus,1,Orbans,27.50312,-82.65739,5
Anopheles quadrimaculatus,31,Bolleteries Soccer field,27.447151,-82.62052,5
Anopheles quadrimaculatus,1,Samoset,27.46947,-82.52402,5
Anopheles quadrimaculatus,1,Mullins,27.439449,-82.548928,5
Anopheles quadrimaculatus,2,Palm-Aire,27.406663,-82.504054,5
Anopheles quadrimaculatus,10,Magnolia Manor,27.481256,-82.48042,5
Anopheles quadrimaculatus,1,Lakewood Ranch,27.419517,-82.4262,5
Anopheles quadrimaculatus,1,Rye Rd,27.484586,-82.40161,5
Anopheles quadrimaculatus,3,Braden Pines,27.43889,-82.43865,5
Anopheles quadrimaculatus,1,Jamie's Way,27.46357,-82.30379,5
Anopheles quadrimaculatus,4,Myakka,27.349733,-82.157581,5
Anopheles quadrimaculatus,2,Sandy Baptist,27.272953,-82.116503,5
Anopheles quadrimaculatus,1,Bunker Hill Church,27.591467,-82.19985,5
Anopheles quadrimaculatus,6,Bradley Rd.,27.60315,-82.098133,5
Anopheles quadrimaculatus,11,Carlton Rd.,27.613375,-82.123478,5
Anopheles quadrimaculatus,2,Braden River Park,27.44893,-82.498664,5
Anopheles quadrimaculatus,3,Lakewood Ranch HS,27.44242,-82.43578,5
Anopheles quadrimaculatus,2,Buffalo Creek Ball Park,27.578355,-82.483695,5
Anopheles quadrimaculatus,3,Parrish,27.57484,-82.419638,5
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,5
Anopheles quadrimaculatus,4,French,27.603067,-82.535717,5
Anopheles quadrimaculatus,56,Port,27.640483,-82.552667,5
Anopheles quadrimaculatus,3,Parrish,27.57484,-82.419638,5
Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,5
Anopheles quadrimaculatus,33,Grassfarm Rd.,27.627967,-82.496833,5
Anopheles quadrimaculatus,163,Port,27.640483,-82.552667,5
Anopheles quadrimaculatus,4,Waterline Rd,27.4894,-82.361667,5
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,5
Anopheles quadrimaculatus,1,Carrs,27.554018,-82.545481,5
Anopheles quadrimaculatus,2,Orbans,27.50312,-82.65739,5
Anopheles quadrimaculatus,15,Mote Ranch,27.4197,-82.47982,5
Anopheles quadrimaculatus,3,Tallevast,27.4266,-82.52471,5
Anopheles quadrimaculatus,2,Lakewood Ranch,27.419517,-82.4262,5
Anopheles quadrimaculatus,13,Thousand Oaks,27.564989,-82.480332,5
Anopheles quadrimaculatus,2,Bunker Hill Church,27.591467,-82.19985,5
Anopheles quadrimaculatus,14,Carlton Rd.,27.613375,-82.123478,5
Anopheles quadrimaculatus,3,Palmetto Ball Park,27.531,-82.58235,5
Anopheles quadrimaculatus,8,Buffalo Creek Ball Park,27.578355,-82.483695,5
Anopheles quadrimaculatus,4,Buffalo Creek Ball Park,27.578355,-82.483695,5
Anopheles quadrimaculatus,2,Parrish,27.57484,-82.419638,5
Anopheles quadrimaculatus,6,French,27.603067,-82.535717,5
Anopheles quadrimaculatus,1,Frog Creek,27.590917,-82.548,5
Anopheles quadrimaculatus,1,Fielding,27.529167,-82.588117,5
Anopheles quadrimaculatus,1,Mullins,27.439449,-82.548928,5
Anopheles quadrimaculatus,7,Mote Ranch,27.4197,-82.47982,5
Anopheles quadrimaculatus,2,Tallevast,27.4266,-82.52471,5
Anopheles quadrimaculatus,7,Soccer Field,27.426485,-82.376623,5
Anopheles quadrimaculatus,1,Rye Rd,27.484586,-82.40161,5
Anopheles quadrimaculatus,18,Braden Pines,27.43889,-82.43865,5
Anopheles quadrimaculatus,1,Upper Manatee,27.51261,-82.4319,5
Anopheles quadrimaculatus,3,Jamie's Way,27.46357,-82.30379,5
Anopheles quadrimaculatus,3,Gopher Hill,27.40805,-82.260329,5
Anopheles quadrimaculatus,9,Myakka,27.349733,-82.157581,5
Anopheles quadrimaculatus,1,Sandy Baptist,27.272953,-82.116503,5
Anopheles quadrimaculatus,3,Erie Rd.,27.574079,-82.5041,5
Anopheles quadrimaculatus,1,Thousand Oaks,27.564989,-82.480332,5
Anopheles quadrimaculatus,1,Parrish,27.57505,-82.419667,5
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,5
Anopheles quadrimaculatus,1,Bunker Hill Church,27.591467,-82.19985,5
Anopheles quadrimaculatus,17,Bradley Rd.,27.60315,-82.098133,5
Anopheles quadrimaculatus,34,Carlton Rd.,27.613375,-82.123478,5
Anopheles quadrimaculatus,2,Palmetto Ball Park,27.531,-82.58235,5
Anopheles quadrimaculatus,3,Lakewood Ranch HS,27.44242,-82.43578,5
Anopheles quadrimaculatus,14,Chapman Rd.,27.616367,-82.5353,5
Anopheles quadrimaculatus,18,Chapman Rd.,27.616367,-82.5353,5
Anopheles quadrimaculatus,7,French,27.603067,-82.535717,5
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,5
Anopheles quadrimaculatus,1,Frog Creek,27.590917,-82.548,6
Anopheles quadrimaculatus,1,Highland Shores,27.516317,-82.537735,6
Anopheles quadrimaculatus,4,Orbans,27.50312,-82.65739,6
Anopheles quadrimaculatus,1,Palm-Aire,27.406663,-82.504054,6
Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,6
Anopheles quadrimaculatus,4,Race Track,27.474551,-82.324001,6
Anopheles quadrimaculatus,8,Parrish,27.57505,-82.419667,6
Anopheles quadrimaculatus,3,Parrish,27.57484,-82.419638,6
Anopheles quadrimaculatus,1,Bunker Hill Church,27.591467,-82.19985,6
Anopheles quadrimaculatus,3,Bradley Rd.,27.60315,-82.098133,6
Anopheles quadrimaculatus,2,Colonial Baptist Church,27.475697,-82.613417,6
Anopheles quadrimaculatus,7,Lakewood Ranch HS,27.44242,-82.43578,6
Anopheles quadrimaculatus,10,French,27.603067,-82.535717,6
Anopheles quadrimaculatus,1,Parrish,27.57505,-82.419667,6
Anopheles quadrimaculatus,1,Parrish,27.57505,-82.419667,6
Anopheles quadrimaculatus,1,Parrish,27.57484,-82.419638,6
Anopheles quadrimaculatus,2,French,27.603067,-82.535717,6
Anopheles quadrimaculatus,42,Grassfarm Rd.,27.627967,-82.496833,6
Anopheles quadrimaculatus,1,Apple,27.41218,-82.28757,6
Anopheles quadrimaculatus,3,Buffalo Creek Ball Park,27.578355,-82.483695,6
Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,6
Anopheles quadrimaculatus,1,Carrs,27.554018,-82.545481,6
Anopheles quadrimaculatus,1,Samoset,27.46947,-82.52402,6
Anopheles quadrimaculatus,1,Mullins,27.439449,-82.548928,6
Anopheles quadrimaculatus,1,Palm-Aire,27.406663,-82.504054,6
Anopheles quadrimaculatus,9,Mote Ranch,27.4197,-82.47982,6
Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,6
Anopheles quadrimaculatus,47,Carlton Rd.,27.613375,-82.123478,6
Anopheles quadrimaculatus,2,Braden River Park,27.44893,-82.498664,6
Anopheles quadrimaculatus,7,Lakewood Ranch HS,27.44242,-82.43578,6
Anopheles quadrimaculatus,7,Buffalo Creek Ball Park,27.578355,-82.483695,6
Anopheles quadrimaculatus,22,Parrish,27.57505,-82.419667,6
Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,6
Anopheles quadrimaculatus,269,Parrish,27.57505,-82.419667,6
Anopheles quadrimaculatus,9,Palmetto Ball Park,27.531,-82.58235,6
Anopheles quadrimaculatus,1,Erie Rd.,27.574079,-82.5041,6
Anopheles quadrimaculatus,1,Apple,27.41218,-82.28757,6
Anopheles quadrimaculatus,87,Grassfarm Rd.,27.627967,-82.496833,6
Anopheles quadrimaculatus,275,Soccer Field,27.426485,-82.376623,6
Anopheles quadrimaculatus,108,Singletary Rd,27.34712,-82.243525,6
Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,6
Anopheles quadrimaculatus,27,French,27.603067,-82.535717,6
Anopheles quadrimaculatus,12,Waterline Rd,27.4894,-82.361667,6
Anopheles quadrimaculatus,83,Frog Creek,27.590917,-82.548,7
Anopheles quadrimaculatus,88,Race Track,27.474551,-82.324001,7
Anopheles quadrimaculatus,115,Parrish/Britt Rd.,27.564967,-82.424886,7
Anopheles quadrimaculatus,22,Bradley Rd.,27.60315,-82.098133,7
Anopheles quadrimaculatus,122,Parrish,27.57484,-82.419638,7
Anopheles quadrimaculatus,3,Highland Shores,27.516317,-82.537735,7
Anopheles quadrimaculatus,13,Bunker Hill Church,27.591467,-82.19985,7
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,7
Anopheles quadrimaculatus,7,Rye Rd,27.484586,-82.40161,7
Anopheles quadrimaculatus,4,Upper Manatee,27.51261,-82.4319,7
Anopheles quadrimaculatus,28,Jamie's Way,27.46357,-82.30379,7
Anopheles quadrimaculatus,9,Mote Ranch,27.4197,-82.47982,7
Anopheles quadrimaculatus,169,Chapman Rd.,27.616367,-82.5353,7
Anopheles quadrimaculatus,1314,Grassfarm Rd.,27.627967,-82.496833,7
Anopheles quadrimaculatus,13,Buffalo Creek Ball Park,27.578355,-82.483695,7
Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,7
Anopheles quadrimaculatus,92,Grassfarm Rd.,27.627967,-82.496833,7
Anopheles quadrimaculatus,9,Orbans,27.50312,-82.65739,7
Anopheles quadrimaculatus,93,Myakka,27.349733,-82.157581,7
Anopheles quadrimaculatus,33,Parrish/Britt Rd.,27.564967,-82.424886,7
Anopheles quadrimaculatus,133,Carlton Rd.,27.613375,-82.123478,7
Anopheles quadrimaculatus,67,Braden River Park,27.44893,-82.498664,7
Anopheles quadrimaculatus,308,Parrish,27.57484,-82.419638,7
Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,7
Anopheles quadrimaculatus,64,Parrish,27.57505,-82.419667,7
Anopheles quadrimaculatus,60,Parrish,27.57484,-82.419638,7
Anopheles quadrimaculatus,107,Keentown,27.570935,-82.137841,7
Anopheles quadrimaculatus,201,Myakka,27.349733,-82.157581,7
Anopheles quadrimaculatus,98,Frog Creek,27.590917,-82.548,7
Anopheles quadrimaculatus,9,Mossy Hammock,27.286571,-82.23038,7
Anopheles quadrimaculatus,22,Church,27.600978,-82.529357,7
Anopheles quadrimaculatus,27,French,27.603067,-82.535717,7
Anopheles quadrimaculatus,20,Buffalo Creek Ball Park,27.578355,-82.483695,7
Anopheles quadrimaculatus,32,Parrish,27.57505,-82.419667,7
Anopheles quadrimaculatus,2,Upper Manatee,27.51261,-82.4319,7
Anopheles quadrimaculatus,100,Myakka,27.349733,-82.157581,7
Anopheles quadrimaculatus,41,French,27.603067,-82.535717,7
Anopheles quadrimaculatus,7,Fielding,27.529167,-82.588117,7
Anopheles quadrimaculatus,3,Mullins,27.439449,-82.548928,7
Anopheles quadrimaculatus,42,Tallevast,27.4266,-82.52471,7
Anopheles quadrimaculatus,18,Braden Pines,27.43889,-82.43865,7
Anopheles quadrimaculatus,3,Upper Manatee,27.51261,-82.4319,7
Anopheles quadrimaculatus,5,Waterline Rd,27.4894,-82.361667,7
Anopheles quadrimaculatus,41,Singletary Rd,27.34712,-82.243525,7
Anopheles quadrimaculatus,11,Sandy Baptist,27.272953,-82.116503,7
Anopheles quadrimaculatus,10,Thousand Oaks,27.564989,-82.480332,7
Anopheles quadrimaculatus,10,Parrish/Britt Rd.,27.564967,-82.424886,7
Anopheles quadrimaculatus,50,Keentown,27.570935,-82.137841,7
Anopheles quadrimaculatus,7,Buffalo Creek Ball Park,27.578355,-82.483695,7
Anopheles quadrimaculatus,3,Waterline Rd,27.4894,-82.361667,7
Anopheles quadrimaculatus,6,Parrish,27.57505,-82.419667,7
Anopheles quadrimaculatus,17,Chapman Rd.,27.616367,-82.5353,7
Anopheles quadrimaculatus,21,French,27.603067,-82.535717,7
Anopheles quadrimaculatus,16,Frog Creek,27.590917,-82.548,7
Anopheles quadrimaculatus,3,Buffalo Creek Ball Park,27.578355,-82.483695,7
Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,7
Anopheles quadrimaculatus,25,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,37,Frog Creek,27.590917,-82.548,8
Anopheles quadrimaculatus,40,Grassfarm Rd.,27.627967,-82.496833,8
Anopheles quadrimaculatus,7,Waterline Rd,27.4894,-82.361667,8
Anopheles quadrimaculatus,22,Buffalo Creek Ball Park,27.578355,-82.483695,8
Anopheles quadrimaculatus,4,Fielding,27.529167,-82.588117,8
Anopheles quadrimaculatus,18,Highland Shores,27.516317,-82.537735,8
Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,8
Anopheles quadrimaculatus,3,Mullins,27.439449,-82.548928,8
Anopheles quadrimaculatus,8,Palm-Aire,27.406663,-82.504054,8
Anopheles quadrimaculatus,3,Lakewood Ranch,27.419517,-82.4262,8
Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,8
Anopheles quadrimaculatus,26,Jamie's Way,27.46357,-82.30379,8
Anopheles quadrimaculatus,11,Myakka,27.349733,-82.157581,8
Anopheles quadrimaculatus,10,Thousand Oaks,27.564989,-82.480332,8
Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,8
Anopheles quadrimaculatus,2,Lakewood Ranch HS,27.44242,-82.43578,8
Anopheles quadrimaculatus,72,Chapman Rd.,27.616367,-82.5353,8
Anopheles quadrimaculatus,26,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,48,Frog Creek,27.590917,-82.548,8
Anopheles quadrimaculatus,8,Buffalo Creek Ball Park,27.578355,-82.483695,8
Anopheles quadrimaculatus,4,Lloyd Park,27.489937,-82.533814,8
Anopheles quadrimaculatus,6,Samoset,27.46947,-82.52402,8
Anopheles quadrimaculatus,51,Chapman Rd.,27.616367,-82.5353,8
Anopheles quadrimaculatus,34,Frog Creek,27.590917,-82.548,8
Anopheles quadrimaculatus,33,Grassfarm Rd.,27.627967,-82.496833,8
Anopheles quadrimaculatus,6,Waterline Rd,27.4894,-82.361667,8
Anopheles quadrimaculatus,45,Chapman Rd.,27.616367,-82.5353,8
Anopheles quadrimaculatus,56,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,53,Frog Creek,27.590917,-82.548,8
Anopheles quadrimaculatus,12,Waterline Rd,27.4894,-82.361667,8
Anopheles quadrimaculatus,35,Buffalo Creek Ball Park,27.578355,-82.483695,8
Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,8
Anopheles quadrimaculatus,154,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,14,Frog Creek,27.590917,-82.548,8
Anopheles quadrimaculatus,26,Grassfarm Rd.,27.627967,-82.496833,8
Anopheles quadrimaculatus,57,Port,27.640483,-82.552667,8
Anopheles quadrimaculatus,6,Fielding,27.529167,-82.588117,8
Anopheles quadrimaculatus,10,Highland Shores,27.516317,-82.537735,8
Anopheles quadrimaculatus,8,Carrs,27.554018,-82.545481,8
Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,8
Anopheles quadrimaculatus,1,Fulwood,27.475085,-82.551283,8
Anopheles quadrimaculatus,5,Samoset,27.46947,-82.52402,8
Anopheles quadrimaculatus,16,Palm-Aire,27.406663,-82.504054,8
Anopheles quadrimaculatus,21,Mote Ranch,27.4197,-82.47982,8
Anopheles quadrimaculatus,8,Tallevast,27.4266,-82.52471,8
Anopheles quadrimaculatus,9,Lakewood Ranch,27.419517,-82.4262,8
Anopheles quadrimaculatus,14,Soccer Field,27.426485,-82.376623,8
Anopheles quadrimaculatus,12,Rye Rd,27.484586,-82.40161,8
Anopheles quadrimaculatus,4,Race Track,27.474551,-82.324001,8
Anopheles quadrimaculatus,6,Mossy Hammock,27.286571,-82.23038,8
Anopheles quadrimaculatus,5,Sandy Baptist,27.272953,-82.116503,8
Anopheles quadrimaculatus,8,Wauchula Rd.,27.426958,-82.133258,8
Anopheles quadrimaculatus,7,Prichard Rd.,27.639167,-82.417083,8
Anopheles quadrimaculatus,26,Thousand Oaks,27.564989,-82.480332,8
Anopheles quadrimaculatus,1,Colonial Baptist Church,27.475697,-82.613417,8
Anopheles quadrimaculatus,25,Chapman Rd.,27.616367,-82.5353,8
Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,8
Anopheles quadrimaculatus,35,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,74,Grassfarm Rd.,27.627967,-82.496833,8
Anopheles quadrimaculatus,53,Parrish,27.57505,-82.419667,8
Anopheles quadrimaculatus,10,Parrish,27.57484,-82.419638,8
Anopheles quadrimaculatus,15,Chapman Rd.,27.616367,-82.5353,8
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,8
Anopheles quadrimaculatus,31,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,8,Frog Creek,27.590917,-82.548,8
